Employee_ID,Job_Role,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Access_to_Mental_Health_Resources,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality
EMP2533,Data Scientist,24,12,4,Low,No,Unsatisfied,1,Weekly,Poor
EMP2534,Marketing,49,8,3,Low,No,Unsatisfied,4,Weekly,Poor
EMP2535,Designer,33,13,4,Low,Yes,Neutral,1,None,Good
EMP2536,Software Engineer,27,11,2,Medium,No,Satisfied,4,None,Average
EMP2537,Project Manager,29,8,2,Medium,No,Satisfied,3,Weekly,Good
EMP2538,HR,30,10,4,Medium,Yes,Neutral,1,Weekly,Good
EMP2539,Sales,24,8,3,Low,Yes,Satisfied,1,Weekly,Average
EMP2540,Marketing,35,2,5,High,No,Neutral,2,Daily,Average
EMP2541,Software Engineer,25,11,1,High,Yes,Unsatisfied,3,Daily,Poor
EMP2542,Designer,31,12,5,Low,Yes,Satisfied,2,Daily,Good
EMP2543,Software Engineer,57,4,2,Medium,Yes,Satisfied,3,None,Poor
EMP2544,Data Scientist,27,7,2,Medium,No,Unsatisfied,1,Weekly,Average
EMP2545,Marketing,25,7,1,High,No,Neutral,4,Weekly,Poor
EMP2546,Software Engineer,47,2,2,High,No,Neutral,3,Weekly,Average
EMP2547,Sales,22,12,5,Low,No,Unsatisfied,1,Weekly,Good
EMP2548,Sales,39,13,2,Medium,No,Unsatisfied,4,Weekly,Poor
EMP2549,Designer,47,4,2,Medium,Yes,Neutral,2,None,Poor
EMP2550,Software Engineer,50,13,2,Low,No,Satisfied,5,None,Poor
EMP2551,Designer,20,12,2,High,Yes,Satisfied,1,Weekly,Poor
EMP2552,Sales,42,7,5,High,Yes,Satisfied,2,Weekly,Poor
EMP2553,Designer,27,1,5,High,Yes,Unsatisfied,5,None,Poor
EMP2554,HR,45,15,3,Low,Yes,Neutral,5,Daily,Good
EMP2555,Data Scientist,28,2,2,Low,No,Satisfied,4,None,Average
EMP2556,Software Engineer,47,14,1,High,No,Unsatisfied,4,Daily,Poor
EMP2557,Data Scientist,39,0,4,High,Yes,Satisfied,4,Weekly,Good
EMP2558,Marketing,37,6,1,Low,No,Satisfied,5,Weekly,Good
EMP2559,Sales,34,15,1,Medium,Yes,Neutral,1,None,Average
EMP2560,Designer,47,4,3,Medium,No,Neutral,4,None,Good
EMP2561,Data Scientist,24,13,4,High,Yes,Neutral,1,None,Average
EMP2562,Data Scientist,27,14,2,Low,Yes,Neutral,4,None,Good
EMP2563,Data Scientist,23,4,4,High,Yes,Satisfied,1,None,Average
EMP2564,Project Manager,52,10,2,Medium,No,Neutral,5,Weekly,Average
EMP2565,Designer,31,13,3,High,Yes,Neutral,1,Weekly,Average
EMP2566,Project Manager,39,2,3,Medium,No,Neutral,4,Daily,Poor
EMP2567,Sales,54,0,1,High,Yes,Satisfied,5,Daily,Poor
EMP2568,HR,46,15,1,High,No,Satisfied,2,Daily,Average
EMP2569,Project Manager,59,0,5,Medium,No,Unsatisfied,4,Weekly,Poor
EMP2570,Data Scientist,32,1,4,Medium,No,Unsatisfied,5,Daily,Average
EMP2571,Sales,26,2,4,Medium,Yes,Satisfied,4,Weekly,Poor
EMP2572,Marketing,37,3,1,Medium,Yes,Unsatisfied,3,Daily,Average
EMP2573,Project Manager,59,6,4,High,Yes,Neutral,5,Daily,Poor
EMP2574,Data Scientist,38,0,1,High,Yes,Neutral,4,Weekly,Poor
EMP2575,Sales,59,7,3,Low,No,Satisfied,4,None,Poor
EMP2576,Software Engineer,37,10,5,Medium,Yes,Unsatisfied,4,Weekly,Good
EMP2577,Data Scientist,26,9,2,High,No,Unsatisfied,3,Daily,Poor
EMP2578,HR,41,11,5,Low,Yes,Unsatisfied,4,None,Poor
EMP2579,HR,56,10,1,Medium,No,Satisfied,2,Weekly,Poor
EMP2580,Designer,48,4,2,High,Yes,Neutral,5,Weekly,Good
EMP2581,Marketing,49,0,5,Low,No,Satisfied,2,None,Good
EMP2582,Designer,47,2,2,Medium,No,Unsatisfied,3,Daily,Good
EMP2583,HR,54,7,4,Low,Yes,Neutral,2,Weekly,Average
EMP2584,Data Scientist,33,5,1,Medium,Yes,Satisfied,2,Weekly,Average
EMP2585,Marketing,59,8,2,Low,No,Neutral,4,None,Good
EMP2586,Data Scientist,21,2,1,Low,Yes,Satisfied,3,Weekly,Good
EMP2587,Project Manager,41,5,3,High,Yes,Satisfied,5,Weekly,Average
EMP2588,HR,33,13,3,Medium,Yes,Satisfied,2,None,Poor
EMP2589,Marketing,22,7,5,Low,No,Satisfied,1,None,Poor
EMP2590,Designer,21,2,3,Medium,No,Satisfied,3,Weekly,Poor
EMP2591,HR,29,13,3,Medium,No,Neutral,1,Weekly,Average
EMP2592,Designer,23,15,2,Medium,No,Unsatisfied,2,Weekly,Average
EMP2593,Sales,36,10,4,High,Yes,Neutral,4,Daily,Good
EMP2594,Project Manager,29,0,4,Low,Yes,Neutral,3,Daily,Average
EMP2595,HR,37,13,3,Low,Yes,Neutral,1,Daily,Good
EMP2596,HR,20,14,5,Low,Yes,Satisfied,5,None,Poor
EMP2597,Project Manager,55,0,2,Low,No,Unsatisfied,3,Weekly,Good
EMP2598,Sales,29,5,3,High,No,Satisfied,5,Daily,Average
EMP2599,Project Manager,51,0,4,Medium,Yes,Unsatisfied,3,None,Poor
EMP2600,HR,45,12,2,High,No,Unsatisfied,5,Weekly,Good
EMP2601,Marketing,49,8,2,High,No,Satisfied,2,Daily,Poor
EMP2602,Marketing,21,2,2,Medium,Yes,Unsatisfied,5,Weekly,Good
EMP2603,Marketing,40,12,2,Low,No,Unsatisfied,1,Weekly,Poor
EMP2604,Data Scientist,53,14,1,Medium,No,Unsatisfied,4,Daily,Average
EMP2605,Sales,30,4,5,Low,Yes,Unsatisfied,1,Daily,Poor
EMP2606,Sales,54,4,5,Low,No,Neutral,2,Daily,Average
EMP2607,Data Scientist,47,6,5,Medium,No,Satisfied,3,Daily,Average
EMP2608,HR,39,11,2,Medium,Yes,Neutral,1,Weekly,Good
EMP2609,Project Manager,20,14,5,Low,Yes,Satisfied,4,Daily,Average
EMP2610,Sales,30,5,3,High,Yes,Neutral,3,Weekly,Poor
EMP2611,Marketing,48,15,1,Medium,No,Unsatisfied,3,Daily,Good
EMP2612,Data Scientist,29,1,4,Low,Yes,Unsatisfied,4,Weekly,Good
EMP2613,Data Scientist,54,6,4,Medium,No,Satisfied,1,Daily,Good
EMP2614,Data Scientist,41,13,1,Low,Yes,Neutral,4,Daily,Poor
EMP2615,Project Manager,47,12,5,Medium,No,Neutral,1,None,Poor
EMP2616,Marketing,50,1,2,Low,Yes,Neutral,3,Daily,Good
EMP2617,Marketing,44,9,2,High,Yes,Unsatisfied,5,None,Good
EMP2618,Data Scientist,30,1,5,Low,No,Satisfied,2,Daily,Average
EMP2619,Sales,30,15,5,Low,No,Satisfied,4,Daily,Poor
EMP2620,Data Scientist,40,1,1,Medium,No,Neutral,5,Weekly,Poor
EMP2621,Designer,47,12,3,High,No,Satisfied,5,Daily,Poor
EMP2622,Project Manager,34,15,4,Medium,No,Neutral,5,None,Good
EMP2623,Project Manager,52,2,3,High,Yes,Unsatisfied,5,Weekly,Average
EMP2624,Designer,25,14,3,High,Yes,Unsatisfied,2,Daily,Average
EMP2625,Sales,49,0,1,Low,No,Satisfied,3,Weekly,Average
EMP2626,Marketing,59,2,2,Low,No,Satisfied,4,Weekly,Poor
EMP2627,HR,60,2,1,Medium,No,Satisfied,5,Daily,Good
EMP2628,Project Manager,38,7,2,Low,Yes,Neutral,4,None,Poor
EMP2629,Designer,31,1,1,High,Yes,Neutral,2,Weekly,Good
EMP2630,Project Manager,48,4,5,Medium,Yes,Neutral,3,Daily,Average
EMP2631,Designer,50,7,1,Medium,Yes,Neutral,1,Daily,Good
EMP2632,Project Manager,50,7,2,High,Yes,Neutral,3,Weekly,Good
EMP2633,Marketing,46,7,1,Medium,Yes,Neutral,5,Daily,Poor
EMP2634,Project Manager,59,0,5,Low,Yes,Neutral,3,None,Poor
EMP2635,Sales,55,9,5,Medium,No,Unsatisfied,1,Weekly,Good
EMP2636,Marketing,38,3,1,Medium,No,Neutral,3,Weekly,Average
EMP2637,HR,36,7,4,High,Yes,Satisfied,1,Weekly,Good
EMP2638,Sales,33,2,4,Low,No,Neutral,1,Weekly,Poor
EMP2639,Data Scientist,31,10,5,Low,No,Neutral,5,None,Poor
EMP2640,Marketing,44,1,5,Medium,No,Neutral,5,Weekly,Poor
EMP2641,Designer,22,10,5,Low,Yes,Satisfied,1,Daily,Average
EMP2642,Sales,32,15,4,High,Yes,Neutral,3,Weekly,Average
EMP2643,Marketing,33,5,3,Medium,Yes,Satisfied,2,None,Good
EMP2644,HR,44,11,5,Low,No,Satisfied,4,None,Average
EMP2645,Designer,57,13,5,High,Yes,Unsatisfied,5,None,Poor
EMP2646,HR,54,1,3,High,No,Neutral,2,Daily,Good
EMP2647,HR,45,4,3,Medium,No,Unsatisfied,3,None,Poor
EMP2648,HR,48,4,1,High,Yes,Satisfied,1,Weekly,Poor
EMP2649,HR,42,2,4,Low,No,Neutral,2,Daily,Poor
EMP2650,Software Engineer,38,11,3,Medium,Yes,Unsatisfied,2,Weekly,Poor
EMP2651,Sales,59,12,3,Low,No,Satisfied,2,None,Good
EMP2652,Designer,28,13,4,Low,Yes,Satisfied,1,Daily,Average
EMP2653,Sales,34,8,4,Low,Yes,Neutral,4,None,Average
EMP2654,Sales,29,5,3,High,Yes,Neutral,2,None,Poor
EMP2655,Marketing,48,11,3,High,No,Unsatisfied,1,None,Average
EMP2656,Designer,51,5,1,Low,No,Satisfied,4,Daily,Average
EMP2657,Software Engineer,37,10,2,Medium,No,Satisfied,2,Daily,Average
EMP2658,HR,32,8,5,Low,Yes,Unsatisfied,2,Daily,Good
EMP2659,Data Scientist,40,3,4,Low,Yes,Satisfied,5,Weekly,Poor
EMP2660,Marketing,25,7,3,Low,No,Neutral,5,Daily,Poor
EMP2661,Designer,34,11,4,Low,No,Satisfied,1,None,Poor
EMP2662,Marketing,55,11,3,Medium,No,Unsatisfied,3,None,Good
EMP2663,Project Manager,22,0,1,High,No,Satisfied,5,Weekly,Good
EMP2664,Project Manager,57,10,3,Medium,No,Neutral,3,Weekly,Poor
EMP2665,Project Manager,60,0,2,High,Yes,Neutral,2,Weekly,Good
EMP2666,Designer,40,1,5,Low,No,Neutral,4,None,Good
EMP2667,Designer,60,6,5,High,Yes,Unsatisfied,3,None,Average
EMP2668,Designer,31,10,4,High,Yes,Satisfied,3,Weekly,Poor
EMP2669,Designer,55,2,5,Medium,Yes,Neutral,5,Daily,Poor
EMP2670,Data Scientist,40,8,4,High,Yes,Satisfied,5,Weekly,Poor
EMP2671,Sales,53,12,3,Low,Yes,Neutral,2,None,Poor
EMP2672,HR,34,14,4,Medium,No,Satisfied,5,None,Good
EMP2673,Project Manager,23,13,3,Low,Yes,Satisfied,5,Daily,Average
EMP2674,Data Scientist,54,15,1,Medium,No,Satisfied,2,Daily,Poor
EMP2675,Sales,29,8,2,High,No,Unsatisfied,4,Daily,Average
EMP2676,Marketing,40,9,5,Low,No,Satisfied,5,None,Good
EMP2677,Sales,22,1,3,Medium,No,Satisfied,4,Weekly,Average
EMP2678,Marketing,22,14,3,High,No,Unsatisfied,1,None,Poor
EMP2679,Software Engineer,48,8,4,Low,No,Unsatisfied,4,Weekly,Average
EMP2680,Data Scientist,22,6,1,Low,Yes,Satisfied,3,Daily,Average
EMP2681,Sales,28,10,3,Low,Yes,Neutral,4,Daily,Average
EMP2682,Marketing,43,7,1,High,Yes,Satisfied,5,Weekly,Good
EMP2683,Data Scientist,49,5,5,Medium,Yes,Satisfied,4,None,Good
EMP2684,Software Engineer,20,10,2,Medium,Yes,Satisfied,1,Weekly,Poor
EMP2685,Designer,24,1,5,Medium,Yes,Unsatisfied,5,Weekly,Good
EMP2686,HR,24,2,1,Medium,No,Neutral,4,Weekly,Average
EMP2687,Software Engineer,47,2,3,Medium,Yes,Unsatisfied,2,Weekly,Poor
EMP2688,Project Manager,30,13,2,Medium,No,Unsatisfied,5,None,Good
EMP2689,Sales,50,4,4,High,Yes,Satisfied,1,Weekly,Poor
EMP2690,Marketing,34,9,4,High,Yes,Unsatisfied,5,Daily,Good
EMP2691,Data Scientist,55,7,2,Medium,Yes,Neutral,4,Weekly,Average
EMP2692,Sales,55,14,5,Medium,Yes,Neutral,5,None,Good
EMP2693,Software Engineer,45,12,3,Medium,No,Unsatisfied,2,None,Good
EMP2694,Project Manager,20,3,2,Medium,No,Satisfied,4,Weekly,Good
EMP2695,HR,59,12,3,Low,Yes,Satisfied,1,Daily,Average
EMP2696,HR,32,10,5,Medium,No,Unsatisfied,3,Weekly,Good
EMP2697,Sales,25,7,5,High,Yes,Unsatisfied,3,Weekly,Poor
EMP2698,Sales,30,15,2,Low,Yes,Unsatisfied,1,Weekly,Poor
EMP2699,HR,33,10,3,Low,No,Unsatisfied,2,Daily,Good
EMP2700,Marketing,58,13,5,Low,Yes,Satisfied,4,Daily,Average
EMP2701,Software Engineer,55,12,4,Medium,Yes,Satisfied,1,Weekly,Poor
EMP2702,Designer,58,2,5,High,Yes,Neutral,3,Daily,Average
EMP2703,Marketing,34,4,4,Low,No,Unsatisfied,1,None,Poor
EMP2704,Software Engineer,36,15,4,Low,Yes,Satisfied,3,None,Average
EMP2705,Software Engineer,42,2,3,Medium,No,Satisfied,5,Daily,Good
EMP2706,Marketing,22,15,4,Medium,Yes,Satisfied,2,Weekly,Good
EMP2707,HR,52,3,4,Medium,Yes,Unsatisfied,5,None,Average
EMP2708,Software Engineer,53,6,5,High,Yes,Unsatisfied,1,Weekly,Average
EMP2709,Data Scientist,37,11,3,High,Yes,Unsatisfied,1,None,Poor
EMP2710,Data Scientist,55,4,2,Low,No,Satisfied,1,Weekly,Poor
EMP2711,Project Manager,42,4,1,High,No,Neutral,4,Daily,Average
EMP2712,Marketing,55,4,3,Medium,Yes,Unsatisfied,2,Weekly,Poor
EMP2713,Software Engineer,42,13,5,Low,Yes,Unsatisfied,4,None,Average
EMP2714,Software Engineer,39,10,4,Low,No,Unsatisfied,3,None,Good
EMP2715,Designer,54,3,2,High,No,Neutral,5,Weekly,Poor
EMP2716,Data Scientist,28,0,4,High,No,Satisfied,1,Daily,Poor
EMP2717,Project Manager,44,13,4,Low,No,Neutral,5,None,Good
EMP2718,Data Scientist,36,11,2,Low,No,Neutral,1,Weekly,Poor
EMP2719,HR,20,15,4,Low,Yes,Satisfied,5,None,Good
EMP2720,Sales,42,15,2,High,Yes,Satisfied,2,None,Good
EMP2721,Marketing,24,1,1,Medium,No,Neutral,5,Daily,Poor
EMP2722,HR,48,7,3,Low,Yes,Satisfied,5,None,Good
EMP2723,Project Manager,30,13,4,Low,No,Satisfied,4,Weekly,Good
EMP2724,HR,27,5,1,Low,No,Satisfied,3,None,Poor
EMP2725,Sales,24,5,2,Low,Yes,Neutral,3,None,Poor
EMP2726,Designer,42,0,5,Low,Yes,Unsatisfied,2,Daily,Good
EMP2727,Designer,53,10,4,High,Yes,Unsatisfied,3,Daily,Average
EMP2728,Sales,34,14,4,Medium,Yes,Neutral,4,Weekly,Good
EMP2729,HR,42,7,1,Low,Yes,Unsatisfied,1,Weekly,Average
EMP2730,Data Scientist,25,3,1,Medium,Yes,Neutral,3,Weekly,Good
EMP2731,Software Engineer,30,15,5,Low,No,Satisfied,4,Weekly,Poor
EMP2732,Project Manager,27,9,2,Medium,Yes,Neutral,5,Weekly,Average
EMP2733,Project Manager,27,15,1,Low,Yes,Unsatisfied,3,Daily,Poor
EMP2734,Project Manager,56,5,2,Medium,No,Unsatisfied,2,None,Good
EMP2735,Marketing,30,14,3,High,Yes,Neutral,4,None,Good
EMP2736,Project Manager,40,1,4,Medium,Yes,Unsatisfied,2,Weekly,Average
EMP2737,Sales,57,13,3,Low,Yes,Neutral,5,Daily,Good
EMP2738,HR,46,10,1,Low,No,Neutral,5,Weekly,Poor
EMP2739,Data Scientist,38,15,5,High,Yes,Neutral,2,Weekly,Good
EMP2740,Sales,47,5,1,Low,No,Neutral,4,Daily,Average
EMP2741,Marketing,22,8,3,High,No,Neutral,1,Weekly,Average
EMP2742,Project Manager,34,8,4,Low,Yes,Neutral,4,Daily,Poor
EMP2743,Data Scientist,46,2,5,Low,No,Unsatisfied,5,None,Average
EMP2744,Data Scientist,28,0,3,Medium,No,Satisfied,1,None,Average
EMP2745,Software Engineer,35,1,5,Low,Yes,Unsatisfied,4,Daily,Average
EMP2746,Designer,23,14,3,Medium,Yes,Satisfied,1,Daily,Average
EMP2747,Marketing,36,7,4,High,No,Satisfied,3,Daily,Good
EMP2748,Marketing,45,10,5,Low,Yes,Unsatisfied,3,Daily,Average
EMP2749,Project Manager,39,9,1,High,No,Neutral,2,Weekly,Poor
EMP2750,Designer,55,7,1,Low,No,Neutral,2,Daily,Poor
EMP2751,HR,26,5,4,Low,Yes,Neutral,4,None,Good
EMP2752,Software Engineer,51,6,1,Medium,No,Satisfied,3,Weekly,Average
EMP2753,Data Scientist,20,4,5,Low,Yes,Satisfied,2,Daily,Average
EMP2754,HR,46,12,5,Medium,Yes,Neutral,1,None,Good
EMP2755,Designer,31,0,1,Medium,No,Satisfied,1,Weekly,Good
EMP2756,Sales,56,11,1,Medium,Yes,Neutral,5,Weekly,Poor
EMP2757,Project Manager,52,10,3,High,Yes,Neutral,1,Weekly,Good
EMP2758,Sales,53,14,2,Medium,No,Satisfied,4,None,Good
EMP2759,Marketing,30,0,5,Low,No,Satisfied,5,None,Good
EMP2760,Marketing,56,13,5,Medium,Yes,Unsatisfied,4,Daily,Average
EMP2761,Data Scientist,20,15,3,Low,Yes,Unsatisfied,5,None,Good
EMP2762,Software Engineer,52,10,4,High,No,Unsatisfied,1,Daily,Good
EMP2763,Sales,38,5,5,High,Yes,Unsatisfied,2,Weekly,Good
EMP2764,HR,36,10,2,Low,Yes,Unsatisfied,4,None,Average
EMP2765,Designer,25,9,4,Low,Yes,Unsatisfied,2,Weekly,Poor
EMP2766,Designer,46,8,4,Low,Yes,Neutral,4,Weekly,Average
EMP2767,Data Scientist,42,8,5,Medium,No,Unsatisfied,5,None,Poor
EMP2768,Software Engineer,32,9,5,High,No,Satisfied,4,Weekly,Poor
EMP2769,Designer,34,8,1,Medium,No,Satisfied,2,Weekly,Good
EMP2770,Marketing,35,1,5,Low,No,Neutral,1,Daily,Average
EMP2771,Designer,27,13,3,Medium,Yes,Neutral,4,None,Good
EMP2772,Marketing,43,7,5,High,Yes,Unsatisfied,2,Weekly,Average
EMP2773,Data Scientist,27,1,3,High,Yes,Neutral,3,None,Average
EMP2774,Sales,31,8,4,Medium,No,Neutral,1,None,Average
EMP2775,Marketing,20,2,3,High,Yes,Neutral,3,Weekly,Poor
EMP2776,HR,44,4,2,Medium,No,Satisfied,3,Daily,Poor
EMP2777,Project Manager,59,2,3,Medium,No,Unsatisfied,4,Weekly,Average
EMP2778,Data Scientist,53,3,3,Low,No,Satisfied,3,Weekly,Poor
EMP2779,Software Engineer,56,11,4,Low,Yes,Neutral,1,Daily,Good
EMP2780,Sales,37,6,1,Medium,No,Unsatisfied,4,Weekly,Good
EMP2781,Designer,59,1,1,High,Yes,Satisfied,1,None,Poor
EMP2782,Designer,41,13,1,Medium,Yes,Unsatisfied,1,Weekly,Poor
EMP2783,Sales,32,0,4,Low,No,Neutral,3,Daily,Good
EMP2784,HR,38,7,5,Low,No,Unsatisfied,5,None,Poor
EMP2785,Sales,42,15,5,Low,Yes,Unsatisfied,2,Daily,Poor
EMP2786,Software Engineer,45,7,1,High,Yes,Unsatisfied,4,None,Poor
EMP2787,Sales,36,4,3,Medium,No,Unsatisfied,4,Daily,Poor
EMP2788,Data Scientist,28,10,3,Low,No,Satisfied,5,Weekly,Good
EMP2789,Marketing,23,7,1,Low,No,Unsatisfied,1,Weekly,Good
EMP2790,Sales,40,11,5,Low,Yes,Unsatisfied,3,None,Average
EMP2791,Marketing,40,11,1,Medium,Yes,Satisfied,1,Daily,Good
EMP2792,Data Scientist,24,5,3,Low,No,Satisfied,4,None,Good
EMP2793,Marketing,21,0,3,High,No,Neutral,5,Weekly,Poor
EMP2794,Sales,34,3,2,High,Yes,Satisfied,2,Weekly,Average
EMP2795,Software Engineer,41,10,4,Medium,No,Neutral,4,Daily,Good
EMP2796,Data Scientist,23,15,5,Medium,Yes,Unsatisfied,5,None,Average
EMP2797,Marketing,47,15,5,High,No,Unsatisfied,3,Weekly,Good
EMP2798,Designer,45,14,2,Low,Yes,Unsatisfied,1,Daily,Poor
EMP2799,Project Manager,44,0,2,Medium,No,Unsatisfied,5,Daily,Poor
EMP2800,HR,50,5,3,Low,No,Satisfied,2,Daily,Good
EMP2801,HR,36,11,2,Low,No,Unsatisfied,1,Daily,Average
EMP2802,Sales,32,8,1,Medium,Yes,Neutral,3,Weekly,Poor
EMP2803,HR,38,9,5,Medium,No,Unsatisfied,3,Weekly,Good
EMP2804,Marketing,24,5,1,Low,No,Satisfied,1,Daily,Good
EMP2805,Sales,26,1,4,High,Yes,Satisfied,1,Daily,Good
EMP2806,Sales,48,14,4,High,Yes,Unsatisfied,3,None,Poor
EMP2807,HR,56,2,5,Low,No,Unsatisfied,2,None,Good
EMP2808,Project Manager,38,12,3,Low,Yes,Neutral,5,None,Good
EMP2809,HR,47,6,1,Medium,No,Neutral,3,Daily,Poor
EMP2810,Sales,51,13,3,Low,Yes,Unsatisfied,1,Weekly,Poor
EMP2811,Software Engineer,39,15,2,Low,No,Satisfied,1,Daily,Good
EMP2812,Data Scientist,52,6,4,Medium,No,Neutral,4,Weekly,Good
EMP2813,Designer,46,0,2,High,Yes,Neutral,1,None,Average
EMP2814,Marketing,20,10,1,Medium,Yes,Satisfied,1,None,Poor
EMP2815,Project Manager,23,13,1,Low,Yes,Unsatisfied,3,Weekly,Good
EMP2816,HR,39,0,3,High,No,Unsatisfied,4,None,Average
EMP2817,HR,29,9,5,Medium,Yes,Neutral,4,Weekly,Poor
EMP2818,Project Manager,49,8,2,High,Yes,Unsatisfied,5,Weekly,Average
EMP2819,Data Scientist,27,7,1,High,Yes,Unsatisfied,5,None,Average
EMP2820,Project Manager,27,7,4,Medium,No,Satisfied,2,Daily,Average
EMP2821,Project Manager,26,8,3,High,No,Neutral,1,Daily,Good
EMP2822,Project Manager,39,12,1,Low,Yes,Satisfied,2,None,Poor
EMP2823,Data Scientist,55,2,5,High,Yes,Neutral,2,None,Average
EMP2824,Data Scientist,59,7,5,Medium,Yes,Unsatisfied,2,Weekly,Poor
EMP2825,Designer,49,9,4,Medium,Yes,Unsatisfied,3,None,Average
EMP2826,Sales,38,8,5,High,Yes,Neutral,4,Weekly,Good
EMP2827,Sales,26,0,4,Medium,No,Unsatisfied,4,Daily,Average
EMP2828,Sales,31,2,2,Low,Yes,Neutral,2,None,Good
EMP2829,Designer,26,6,4,Medium,Yes,Unsatisfied,1,Weekly,Poor
EMP2830,Sales,32,9,2,High,No,Satisfied,2,None,Poor
EMP2831,Data Scientist,33,4,4,Medium,No,Neutral,5,Daily,Poor
EMP2832,Sales,44,6,1,Medium,Yes,Satisfied,5,Weekly,Average
EMP2833,Data Scientist,37,5,4,Low,Yes,Unsatisfied,4,None,Average
EMP2834,HR,20,1,5,High,No,Unsatisfied,4,None,Good
EMP2835,HR,34,7,5,Medium,Yes,Unsatisfied,2,None,Average
EMP2836,Data Scientist,35,15,3,Medium,No,Neutral,3,None,Poor
EMP2837,HR,55,2,3,Low,No,Neutral,4,Daily,Good
EMP2838,Project Manager,22,3,2,Low,Yes,Unsatisfied,3,Weekly,Good
EMP2839,Project Manager,41,6,5,Medium,Yes,Neutral,3,Daily,Average
EMP2840,Software Engineer,41,2,5,Medium,Yes,Satisfied,1,None,Average
EMP2841,Software Engineer,48,13,5,Low,Yes,Unsatisfied,3,Daily,Poor
EMP2842,Software Engineer,56,9,5,Low,Yes,Unsatisfied,1,Weekly,Good
EMP2843,Project Manager,45,0,5,Low,Yes,Neutral,2,Weekly,Poor
EMP2844,Sales,53,2,4,Medium,Yes,Neutral,1,None,Average
EMP2845,HR,28,2,2,Medium,No,Satisfied,5,Weekly,Good
EMP2846,Project Manager,32,6,2,Low,Yes,Satisfied,5,Daily,Good
EMP2847,Marketing,55,14,4,Medium,Yes,Neutral,5,Weekly,Average
EMP2848,Sales,48,1,2,Low,No,Satisfied,5,None,Poor
EMP2849,Project Manager,57,10,5,Low,No,Unsatisfied,1,None,Poor
EMP2850,Designer,37,10,2,High,No,Unsatisfied,1,Weekly,Average
EMP2851,Marketing,56,9,2,Medium,No,Neutral,3,None,Poor
EMP2852,Project Manager,23,14,1,High,Yes,Satisfied,5,Daily,Good
EMP2853,Designer,49,2,4,Medium,Yes,Neutral,2,Weekly,Good
EMP2854,Marketing,25,15,1,High,Yes,Satisfied,4,None,Average
EMP2855,Designer,33,6,2,Low,No,Unsatisfied,3,None,Average
EMP2856,Marketing,31,2,3,High,Yes,Satisfied,2,None,Good
EMP2857,Marketing,54,3,4,High,Yes,Satisfied,3,Daily,Average
EMP2858,Data Scientist,57,8,4,Medium,No,Neutral,1,None,Poor
EMP2859,Software Engineer,42,1,3,High,Yes,Neutral,5,Daily,Poor
EMP2860,Software Engineer,49,2,5,Medium,Yes,Unsatisfied,5,None,Poor
EMP2861,Sales,33,7,4,Low,No,Unsatisfied,1,None,Average
EMP2862,Project Manager,47,8,2,Low,Yes,Satisfied,5,Daily,Good
EMP2863,Software Engineer,56,7,5,Low,Yes,Satisfied,1,Weekly,Good
EMP2864,Sales,25,3,5,High,Yes,Satisfied,3,Weekly,Good
EMP2865,Project Manager,36,3,1,High,No,Satisfied,1,Daily,Good
EMP2866,Marketing,26,3,3,Low,Yes,Unsatisfied,3,Daily,Poor
EMP2867,Software Engineer,56,10,1,High,Yes,Neutral,5,None,Average
EMP2868,HR,54,15,5,Low,No,Unsatisfied,4,Weekly,Poor
EMP2869,Sales,46,3,5,Low,Yes,Satisfied,4,None,Poor
EMP2870,Data Scientist,36,10,5,Medium,Yes,Unsatisfied,2,Weekly,Average
EMP2871,Marketing,45,3,2,Medium,Yes,Satisfied,2,None,Good
EMP2872,Designer,36,9,4,Low,Yes,Unsatisfied,1,None,Average
EMP2873,Data Scientist,46,4,5,Low,No,Neutral,3,None,Good
EMP2874,Sales,47,0,1,High,No,Unsatisfied,3,None,Good
EMP2875,Software Engineer,41,7,4,High,Yes,Neutral,1,Daily,Poor
EMP2876,Data Scientist,38,15,2,High,No,Satisfied,4,None,Average
EMP2877,Data Scientist,60,2,4,Medium,No,Satisfied,2,None,Poor
EMP2878,Project Manager,48,1,4,Medium,Yes,Unsatisfied,3,Daily,Good
EMP2879,Designer,24,10,1,Medium,No,Satisfied,5,None,Poor
EMP2880,Data Scientist,57,6,3,Medium,No,Neutral,3,None,Average
EMP2881,Designer,30,0,5,Medium,No,Satisfied,2,None,Average
EMP2882,Data Scientist,42,14,1,High,Yes,Neutral,2,None,Poor
EMP2883,Data Scientist,51,11,5,High,Yes,Satisfied,1,None,Poor
EMP2884,Designer,28,11,4,High,No,Satisfied,4,Weekly,Poor
EMP2885,Software Engineer,60,14,4,Low,Yes,Unsatisfied,1,Daily,Good
EMP2886,Project Manager,35,0,1,Medium,No,Neutral,2,Weekly,Poor
EMP2887,Software Engineer,59,12,2,Low,Yes,Neutral,5,None,Average
EMP2888,Project Manager,58,1,4,Medium,No,Neutral,4,Weekly,Average
EMP2889,HR,22,4,5,Low,No,Neutral,5,Weekly,Poor
EMP2890,Sales,45,13,4,High,Yes,Neutral,5,Daily,Average
EMP2891,HR,27,5,2,High,Yes,Unsatisfied,5,Weekly,Average
